statefips,state,year,month,yearmonth,firstdate,lastdate,uniform,notesapply,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15
1,Alabama,1998,1,199801,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,2,199802,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,3,199803,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,4,199804,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,5,199805,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,6,199806,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,7,199807,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,8,199808,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,9,199809,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,10,199810,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,11,199811,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1998,12,199812,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,1,199901,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,2,199902,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,3,199903,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,4,199904,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,5,199905,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,6,199906,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,7,199907,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,8,199908,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,9,199909,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,10,199910,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,11,199911,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,1999,12,199912,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,1,200001,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,2,200002,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,3,200003,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,4,200004,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,5,200005,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,6,200006,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,7,200007,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,8,200008,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,9,200009,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,10,200010,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,11,200011,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2000,12,200012,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,1,200101,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,2,200102,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,3,200103,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,4,200104,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,5,200105,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,6,200106,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,7,200107,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,8,200108,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,9,200109,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,10,200110,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,11,200111,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2001,12,200112,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,1,200201,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,2,200202,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,3,200203,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,4,200204,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,5,200205,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,6,200206,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,7,200207,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,8,200208,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,9,200209,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,10,200210,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,11,200211,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2002,12,200212,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,1,200301,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,2,200302,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,3,200303,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,4,200304,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,5,200305,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,6,200306,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,7,200307,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,8,200308,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,9,200309,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,10,200310,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,11,200311,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2003,12,200312,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,1,200401,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,2,200402,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,3,200403,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,4,200404,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,5,200405,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,6,200406,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,7,200407,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,8,200408,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,9,200409,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,10,200410,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,11,200411,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2004,12,200412,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,1,200501,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,2,200502,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,3,200503,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,4,200504,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,5,200505,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,6,200506,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,7,200507,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,8,200508,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,9,200509,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,10,200510,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,11,200511,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2005,12,200512,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,1,200601,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,2,200602,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,3,200603,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,4,200604,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,5,200605,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,6,200606,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,7,200607,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,8,200608,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,9,200609,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,10,200610,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,11,200611,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2006,12,200612,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,1,200701,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,2,200702,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,3,200703,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,4,200704,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,5,200705,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,6,200706,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,7,200707,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,8,200708,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,9,200709,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,10,200710,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,11,200711,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2007,12,200712,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,1,200801,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,2,200802,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,3,200803,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,4,200804,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,5,200805,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,6,200806,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,7,200807,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,8,200808,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,9,200809,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,10,200810,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,11,200811,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2008,12,200812,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,1,200901,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,2,200902,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,3,200903,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,4,200904,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,5,200905,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,6,200906,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,7,200907,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,8,200908,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,9,200909,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,10,200910,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,11,200911,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2009,12,200912,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,1,201001,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,2,201002,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,3,201003,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,4,201004,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,5,201005,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,6,201006,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,7,201007,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,8,201008,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,9,201009,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,10,201010,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,11,201011,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2010,12,201012,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,1,201101,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,2,201102,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,3,201103,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,4,201104,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,5,201105,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,6,201106,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,7,201107,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,8,201108,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,9,201109,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,10,201110,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,11,201111,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2011,12,201112,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,1,201201,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,2,201202,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,3,201203,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,4,201204,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,5,201205,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,6,201206,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,7,201207,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,8,201208,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,9,201209,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,10,201210,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,11,201211,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2012,12,201212,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,1,201301,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,2,201302,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,3,201303,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,4,201304,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,5,201305,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,6,201306,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,7,201307,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,8,201308,4,18,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,9,201309,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,10,201310,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,11,201311,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2013,12,201312,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,1,201401,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,2,201402,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,3,201403,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,4,201404,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,5,201405,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,6,201406,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,7,201407,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,8,201408,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,9,201409,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,10,201410,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,11,201411,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2014,12,201412,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,1,201501,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,2,201502,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,3,201503,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,4,201504,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,5,201505,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,6,201506,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,7,201507,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,8,201508,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,9,201509,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,10,201510,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,11,201511,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2015,12,201512,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,1,201601,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,2,201602,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,3,201603,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,4,201604,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,5,201605,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,6,201606,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,7,201607,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,8,201608,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,9,201609,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,10,201610,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,11,201611,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2016,12,201612,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,1,201701,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,2,201702,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,3,201703,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,4,201704,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,5,201705,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,6,201706,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,7,201707,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,8,201708,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,9,201709,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,10,201710,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,11,201711,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2017,12,201712,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,1,201801,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,2,201802,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,3,201803,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,4,201804,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,5,201805,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,6,201806,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,7,201807,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,8,201808,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,9,201809,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,10,201810,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,11,201811,4,23,1,0,,,,,,,,,,,,,,,
1,Alabama,2018,12,201812,4,23,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,1,199801,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,2,199802,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,3,199803,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,4,199804,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,5,199805,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,6,199806,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,7,199807,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,8,199808,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,9,199809,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,10,199810,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,11,199811,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1998,12,199812,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,1,199901,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,2,199902,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,3,199903,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,4,199904,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,5,199905,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,6,199906,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,7,199907,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,8,199908,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,9,199909,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,10,199910,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,11,199911,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,1999,12,199912,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,1,200001,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,2,200002,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,3,200003,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,4,200004,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,5,200005,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,6,200006,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,7,200007,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,8,200008,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,9,200009,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,10,200010,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,11,200011,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2000,12,200012,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,1,200101,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,2,200102,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,3,200103,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,4,200104,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,5,200105,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,6,200106,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,7,200107,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,8,200108,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,9,200109,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,10,200110,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,11,200111,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2001,12,200112,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,1,200201,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,2,200202,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,3,200203,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,4,200204,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,5,200205,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,6,200206,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,7,200207,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,8,200208,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,9,200209,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,10,200210,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,11,200211,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2002,12,200212,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,1,200301,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,2,200302,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,3,200303,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,4,200304,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,5,200305,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,6,200306,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,7,200307,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,8,200308,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,9,200309,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,10,200310,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,11,200311,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2003,12,200312,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,1,200401,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,2,200402,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,3,200403,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,4,200404,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,5,200405,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,6,200406,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,7,200407,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,8,200408,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,9,200409,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,10,200410,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,11,200411,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2004,12,200412,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,1,200501,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,2,200502,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,3,200503,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,4,200504,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,5,200505,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,6,200506,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,7,200507,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,8,200508,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,9,200509,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,10,200510,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,11,200511,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2005,12,200512,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,1,200601,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,2,200602,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,3,200603,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,4,200604,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,5,200605,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,6,200606,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,7,200607,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,8,200608,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,9,200609,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,10,200610,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,11,200611,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2006,12,200612,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2007,1,200701,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2007,2,200702,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2007,3,200703,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2007,4,200704,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2007,5,200705,1,1,1,0,,,,,,,,,,,,,,,
2,Alaska,2007,6,200706,1,1,1,0,,,,,,,,,,,,,,,
